,IMDB,url,产地,年代,片名,类别,译名,豆瓣
748,,https://www.dy2018.com/i/96005.html,,2015,没女神探,喜剧/爱情,Love Detective,
749,"7.1,10,197",https://www.dy2018.com/i/95802.html,,2015,滚蛋吧！肿瘤君/消失吧！肿瘤君/消失吧，肿瘤君/翻滚吧！肿瘤君,喜剧/爱情,,
750,"5.5,10,139",https://www.dy2018.com/i/94638.html,,2015,有一个地方只有我们知道,爱情,Somewhere Only We Know,
751,"6.6,10,1511",https://www.dy2018.com/i/96477.html,,2015,El desconocido,惊悚,炸掉银行经理/未知来电/未知报应/报复/惩罚,"6.2,10,556"
752,,https://www.dy2018.com/i/95706.html,,2015,The Spirit of the Swords,武侠/古装,情剑/浣花洗剑录电影版,
753,,https://www.dy2018.com/i/95505.html,,2015,恋爱排班表/他没有两个老婆,,"I Love You, Too.",
754,"2.4,10,54",https://www.dy2018.com/i/95387.html,,2015,Tiny Time 4.0,喜剧/爱情,小时代4/小时代4：灵魂尽头,
755,,https://www.dy2018.com/i/95813.html,,2015,Where Are All The Time,剧情/爱情,时间都去哪了/时间都去哪儿了,
756,,https://www.dy2018.com/i/94614.html,,2015,Miss Granny/20 Once Again,喜剧 / 爱情 / 冒险,重返20岁/重返二十岁,
757,"7.5,10,2011",https://www.dy2018.com/i/96374.html,,2015,Suburra,犯罪,苏博拉,"8.1,10,54"
758,"8.5,10,5987",https://www.dy2018.com/i/96157.html,,2015,Talvar,剧情/悬疑/惊悚,罪恶,"7.0,10,265"
759,"8.8,10,52112",https://www.dy2018.com/i/95872.html,,2015,Baahubali: The Beginning,动作/历史/冒险,巴霍巴利王(上)/巴霍巴利王：开端/巴霍巴利王：创始之初(台),"7.1,10,1773"
760,"6.1,10,2926",https://www.dy2018.com/i/96646.html,,2015,Kill Your Friends,喜剧/犯罪/惊悚,杀死汝伴/杀死汝友,"6.4,10,100"
761,"6.5,10,2560",https://www.dy2018.com/i/95667.html,,2015,Spooks: The Greater Good,剧情/动作/惊悚,军情五处：利益之争/军情五处电影版,
762,"7.4,10,8038",https://www.dy2018.com/i/97188.html,,2015,The Man Who Knew Infinity,剧情/传记,知无涯者/数造传奇(港)/天才无限家(台),"7.0,10,386"
763,"7.5,10,5080",https://www.dy2018.com/i/95093.html,,2015,Shaun the Sheep Movie,喜剧/动画/冒险,超级无敌羊咩咩 电影版/小羊肖恩 电影版/笑笑羊大电影(台)/超级无敌羊咩咩大电影之咩最劲(港)/笑笑羊,
764,"4.4,10,2504",https://www.dy2018.com/i/95062.html,,2015,Monsters: Dark Continent,剧情/科幻/惊悚,怪兽：黑暗大陆/怪兽2,
765,,https://www.dy2018.com/i/95388.html,,2015,Who Am I 2015,喜剧/动作,我是谁2015,
766,"6.4,10,84",https://www.dy2018.com/i/95034.html,,2015,Lucky Star 2015,喜剧,吉星高照,
767,"6.6,10,62",https://www.dy2018.com/i/96743.html,,2015,陀地��魔人,剧情/惊悚,陀地驱魔人/鬼泣,"6.2,10,213"
768,,https://www.dy2018.com/i/95848.html,,2015,情敌蜜月/与敌人的蜜月,喜剧/爱情,The Honey Enemy,"5.4,10,4053"
769,"5.9,10,46",https://www.dy2018.com/i/95476.html,,2015,全力扣杀/羽魔球,动作/喜剧/运动,Full Strike,
770,"5.4,10,38",https://www.dy2018.com/i/95895.html,,2015,ど108 Rois-Démons/The Prince and the 108 Demons/108 Demon-Kings/La légende des 108,喜剧/动作/动画/冒险,王子与108煞/王子与一百零八煞,"5.4,10,283"
771,"6.0,10,234",https://www.dy2018.com/i/96150.html,,2015,华丽上班族/华丽上班族之生活与生存,喜剧/爱情/歌舞,Office/Design for Living,"6.2,10,23579"
772,"6.0,10,74",https://www.dy2018.com/i/95677.html,,2015,Office/Design for Living,剧情/喜剧/爱情/歌舞,华丽上班族/华丽上班族之生活与生存,
773,,https://www.dy2018.com/i/95992.html,,2015-09-08(中国大陆),The Age of Innocence,剧情 / 爱情,纯真年代/纯真时代,
774,"6.0,10,2088",https://www.dy2018.com/i/97030.html,,2015,Papa ou maman,喜剧,要爸还是妈,"7.0,10,114"
775,,https://www.dy2018.com/i/94895.html,,2015,澳洲重案,纪录 犯罪,Crimes That Shocked Australia,
776,"6.9,10,46",https://www.dy2018.com/i/95520.html,,2015,I Am Somebody,剧情 / 喜剧,我是路人甲,
777,"7.2,10,1242",https://www.dy2018.com/i/96443.html,,2015,Krigen,战争/惊悚,战争,"7.3,10,78"
778,"5.7,10,84",https://www.dy2018.com/i/96133.html,,2015,Albert,动画,阿尔伯特,
779,,https://www.dy2018.com/i/96116.html,,2015,魔卡行动,喜剧/动作/爱情,Magic Card,"3.3,10,391"
780,"5.3,10,15",https://www.dy2018.com/i/96177.html,,2015,落跑吧爱情/我的澎湖湾/落跑吧，爱情,喜剧/爱情,All You Need Is Love,"7.9,10,15025"
781,"6.9,10,328630",https://www.dy2018.com/i/95037.html,,2015,Chappie,动作/科幻/惊悚,超能查派/超人类：卓比(港)/成人世界(台)/查皮/伙伴,
782,,https://www.dy2018.com/i/95629.html,,2015,Mid-July Days,悬疑/惊悚,七月半之恐怖宿舍/七月半/七月半之幽灵女舍,
783,"6.3,10,294",https://www.dy2018.com/i/96000.html,,2015,The Dawns Here Are Quiet/A zori zdes tikhie...,剧情/战争,这里的黎明静悄悄,"7.6,10,4806"
784,"7.0,10,135",https://www.dy2018.com/i/94635.html,,2015,狼图腾,剧情/冒险,Le Dernier loup/Wolf Totem,
785,"4.8,10,25",https://www.dy2018.com/i/96179.html,,2015,Les Aventures d'Anthony,剧情/爱情,陪安东尼度过漫长岁月,"6.5,10,15818"
786,"6.1,10,298",https://www.dy2018.com/i/95750.html,,2015,A Christmas Horror Story,恐怖,圣诞节恐怖故事,
787,,https://www.dy2018.com/i/94625.html,,2015,喜羊羊与灰太狼之羊年喜羊羊,喜剧/动画/家庭/奇幻/冒险,喜羊羊与灰太狼7/喜羊羊与灰太狼大电影7羊年喜羊羊/Pleasant Goat and Big Big Wolf– Amazing Pleasant Goat,
788,,,,,,,,
789,,https://www.dy2018.com/i/96286.html,,2015,My Original Dream,剧情/爱情,我的青春期/我的春梦/我的青春/我的青春梦,
790,"7.9,10,10790",https://www.dy2018.com/i/96709.html,,2015,Saul fia,剧情/战争/惊悚,索尔之子/天堂无门(港),"7.6,10,2791"
791,"7.9,10,6441",https://www.dy2018.com/i/95528.html,,2015,Detective Byomkesh Bakshy,悬疑/惊悚,神探巴克希,
792,,https://www.dy2018.com/i/95340.html,,2015,Love Without Distance,喜剧/爱情,土豪520/土豪的情人节,
793,"4.8,10,8",https://www.dy2018.com/i/96493.html,,2016,恶人报喜/�喝斯�/恶人不坏,喜剧,House of Wolves,"4.6,10,4860"
794,,https://www.dy2018.com/i/96192.html,,2015,吉祥酒店,惊悚/恐怖,Big Fortune Hotel,
795,"2.6,10,17",https://www.dy2018.com/i/95652.html,,2015,百团大战,战争,The Hundred Regiments Offensive,
796,"6.4,10,16",https://www.dy2018.com/i/96386.html,,2015,一狱一世界：高登阔少蹲监日记,喜剧,Imprisoned: Survival Guide for Rich and Prodigal,"6.7,10,88"
797,"7.7,10,868",https://www.dy2018.com/i/96010.html,,2015,西游记之大圣归来/大圣归来/猴王/西游记3D,奇幻/动画/喜剧/动作,Monkey King: Hero is Back/CUG: King of Heroes,"8.4,10,233151"
798,"7.0,10,28",https://www.dy2018.com/i/96397.html,,2016,Little Door Gods,喜剧/动画/奇幻,小门神,"7.0,10,9941"
799,"4.0,10,5",https://www.dy2018.com/i/96338.html,,2015-09-10(中国大陆),The Calligraphy Master,剧情 / 传记,启功,"7.1,10,298"
800,"5.4,10,7",https://www.dy2018.com/i/95780.html,,2015,战火中的芭蕾/黑土地上的最后一战/天鹅,剧情/战争,Ballet in the Flames of War,
801,,https://www.dy2018.com/i/95086.html,,2015,Highway of Love,剧情/爱情,公路美人,
802,"5.3,10,13108",https://www.dy2018.com/i/97084.html,,2016-06-17(中国大陆),When the Meteor Shot Across the Sky,剧情/爱情,当流星划过天际,"5.3,10,1013"
803,"3.5,10,6",https://www.dy2018.com/i/95851.html,,2015,黑猫警长之翡翠之星/黑猫警长2：翡翠之星/黑猫警长2：决战“翡翠之星”/黑猫警长2电影版,喜剧/动作/科幻/动画,Mr Black : Green Star,"5.2,10,2652"
804,,https://www.dy2018.com/i/94598.html,,2015,无贱道,励志/爱情,,
805,,https://www.dy2018.com/i/96253.html,,2015,喜气洋洋小金莲,古装/喜剧,,
806,"3.3,10,141",https://www.dy2018.com/i/96366.html,,2015,The Winner,喜剧 / 动画,圣诞大赢家,"4.2,10,475"
807,,https://www.dy2018.com/i/95682.html,,2015,Kwai Boo,喜剧/科幻/动画,桂宝之爆笑闯宇宙/疯了！桂宝/桂宝大电影之爆笑闯宇宙,
808,,https://www.dy2018.com/i/96373.html,,2016,The Emperor’s New Clothes,喜剧/动画,皇帝的新装之圣诞大明星,"6.8,10,69"
809,,https://www.dy2018.com/i/95876.html,,2015,长江7号：超萌特攻队/超萌特攻队/长江7号动画大电影：超萌特攻队,喜剧/动画/家庭,CJ7: Super Q Team,"3.3,10,366"
810,,https://www.dy2018.com/i/94521.html,,2015,闯堂兔2疯狂马戏团,,Brave Rabbit 2 Crazy Circus,
811,,https://www.dy2018.com/i/94590.html,,2015,Hello锦衣卫,喜剧/爱情,Hello.JinYiWei,
812,,https://www.dy2018.com/i/96172.html,,2015,Fruit Rockers,喜剧/爱情/音乐,摇滚水果,
813,,https://www.dy2018.com/i/95342.html,,2015,求爱操作团,喜剧/爱情/时尚,Courtship operation group,
814,,https://www.dy2018.com/i/94833.html,,2015,The second love you 2015,喜剧/爱情/奇幻,第二次爱你/书宇你好吗,
815,,https://www.dy2018.com/i/96349.html,,2015-9-28(中国大陆),Story On The Road,喜剧,一路有戏,
816,,https://www.dy2018.com/i/94600.html,,2015,奔驰的大葱,喜剧,,
817,,https://www.dy2018.com/i/96290.html,,2015,I am big star,喜剧,我是大明星,"2.3,10,44"
818,,https://www.dy2018.com/i/94958.html,,2015,校园疯骚史之舞动青春,喜剧/爱情,The Crazy School,
819,,https://www.dy2018.com/i/94587.html,,2015,美女敢死队,喜剧,美女团智斗无赖债主/Meinv.Gan.si.Dui.2015,
820,,https://www.dy2018.com/i/95976.html,,2015,白日杀机,恐怖/爱情,,"2.1,10,55"
821,,https://www.dy2018.com/i/96306.html,,2015,Chinese Horror Story,惊悚/恐怖,灵臆事件,"2.9,10,307"
822,,https://www.dy2018.com/i/95372.html,,2015,笔仙归来,,,
823,,https://www.dy2018.com/i/95926.html,,2015,双生灵,悬疑/惊悚,Twin Spirit/쌍생령,"3.5,10,156"
824,,https://www.dy2018.com/i/95671.html,,2015  电影天堂,赶尸人之摄魂铃,剧情/爱情/悬疑/惊悚,,
825,,https://www.dy2018.com/i/96053.html,,2015,Hopping Vampire VS Zombie,喜剧/惊悚/奇幻,僵尸王爷,"2.6,10,50"
826,,https://www.dy2018.com/i/95543.html,,2015,Who In The Pool,惊悚/恐怖,恐怖游泳馆,
827,"1.2,10,5",https://www.dy2018.com/i/95475.html,,2015年,"Dear, Don’t Be Afraid",惊悚,亲，别怕/亲，别怕之鬼宅凶灵/亲，别怕3D,
828,,https://www.dy2018.com/i/96032.html,,2015,墓穴迷城,惊悚,,"4.4,10,654"
829,,https://www.dy2018.com/i/96272.html,,2015,Gu Shen,剧情/爱情/传记,股神,
830,,https://www.dy2018.com/i/95791.html,,2015,Upheaval of Jiawu,剧情/爱情/战争,大变局之梦回甲午/梦回甲午,
831,,https://www.dy2018.com/i/96340.html,,2015,The Spring of My Life,爱情,最美的时候遇见你,"5.2,10,424"
832,,https://www.dy2018.com/i/97853.html,,2015,有迹可循,爱情/犯罪/悬疑,TheWriting'sOnTheWall,
833,,https://www.dy2018.com/i/94462.html,,2015,Ming.Mei.De.QingChun 2.2015,爱情/喜剧,明媚的青春2：迷失,
834,,https://www.dy2018.com/i/96143.html,,2015,Romance Out Of The Blue,喜剧/爱情,浪漫天降/喜从天降，空姐不慌张/浪漫从天降,
835,"6.7,10,6946",https://www.dy2018.com/i/95832.html,,2014,"Ich seh, Ich seh",剧情/恐怖,晚安妈咪,"6.4,10,943"
836,,https://www.dy2018.com/i/94963.html,,2015,咱们结婚吧/咱们结婚吧电影版,爱情,,
837,"4.1,10,52",https://www.dy2018.com/i/96489.html,,2015,恶棍天使,喜剧,Devil and Angel,"4.0,10,53616"
838,"5.3,10,21",https://www.dy2018.com/i/95498.html,,2015,The Ark of Mr. Chow,剧情/喜剧,少年班,
839,"5.2,10,1499",https://www.dy2018.com/i/95189.html,,2015,Pound of Flesh,动作,致命追击,
840,"6.3,10,533",https://www.dy2018.com/i/97226.html,,2015,Zoom,剧情/喜剧/动画,变焦,
841,,https://www.dy2018.com/i/95507.html,,2015,通灵之六世古宅/六世古宅/替身/死亡替身/3D通灵,,The Strange House/Psychic,
842,,https://www.dy2018.com/i/96078.html,,2015,十月初五的月光/十月初五的月光电影版/澳门街,剧情/爱情,,"5.9,10,2848"
843,,https://www.dy2018.com/i/95601.html,,2015,Chang Chen Ghost Stories/Be Possessed By Ghosts,悬疑/惊悚,张震讲故事之鬼迷心窍/张振讲故事之鬼迷心窍/张震讲故事大电,
844,"4.1,10,10",https://www.dy2018.com/i/96190.html,,2015,The Youth That Is Fading Away/I'll Never Lose You / Youth Never Returns,喜剧/爱情,既然青春留不住/至少还有你/勇敢的菠菜/当菠菜遇上空心菜,"4.4,10,4817"
845,,https://www.dy2018.com/i/96056.html,,2015,丧尸大战僵尸,喜剧/动作/惊悚,,"3.0,10,84"
846,,https://www.dy2018.com/i/96939.html,,2015,Er ist wieder da,喜剧,希特勒回来了/吸特乐回来了(台)/元首在现代,"7.8,10,18686"
847,,https://www.dy2018.com/i/96497.html,,2015,上身,惊悚/恐怖,Daughter,
848,"7.1,10,1988",https://www.dy2018.com/i/96111.html,,2015,Bølgen/The Wave,剧情/家庭/灾难,海浪,
849,,https://www.dy2018.com/i/95216.html,,2015,Slow West,,西部慢调/西部��慢之死(台),
850,,https://www.dy2018.com/i/96316.html,,2015,Anniversary,喜剧/爱情,分手再说我爱你/纪念日,"6.5,10,1521"
851,"5.8,10,89",https://www.dy2018.com/i/97004.html,,2015,열정같은소리하고있네/You Call It Passion,喜剧,职场大翻身/假装热情,"5.8,10,780"
852,"6.2,10,106",https://www.dy2018.com/i/96350.html,,2015,この国の空/When I Was Most Beautiful,剧情/战争,日本的天空下,"7.0,10,75"
853,"6.2,10,129",https://www.dy2018.com/i/96283.html,,2015,天の茶助/A Farewell to Jinu,动作/喜剧/魔幻,天之茶助,"5.6,10,150"
854,"6.4,10,18",https://www.dy2018.com/i/97159.html,,2015,荔枝 光俱乐部,喜剧,荔枝 光俱乐部/荔枝☆光俱乐部,"5.4,10,246"
855,,,,,,,,
856,"6.7,10,7",https://www.dy2018.com/i/96165.html,,2015,アイズ,恐怖,诡眼/Eyes,"4.7,10,46"
857,"6.7,10,13",https://www.dy2018.com/i/96630.html,,2015,ピ�`ス オブ ケイク/Piece of Cake,爱情,小菜一碟,"2.5,10,328"
858,"6.8,10,52",https://www.dy2018.com/i/96126.html,,2015,予告犯,悬疑,预告犯/Prophecy,"7.4,10,4141"
859,"6.9,10,7028",https://www.dy2018.com/i/95803.html,,2015,ドラゴンボ�`ルZ �突瞍�F/Dragon Ball Z: Resurrection ‘F‘,动画/动作/冒险,龙珠Z：复活的F/七龙珠Z：复活的F,
860,,,,,,,,
861,"6.0,10,37",https://www.dy2018.com/i/95855.html,,2015,Zアイランド/Deadman Inferno,动作/恐怖,Z岛,
862,"7.1,10,19",https://www.dy2018.com/i/95828.html,,2015,Beyond the Boundary the Movie I'll Be Here: The Future/Gekijouban Kyokai no Kanata I'll Be Here: Mirai-hen,动画/奇幻,境界的彼方 剧场版 未来篇/���霭� 境界の彼方 I’LL BE HERE 未来篇,"7.1,10,477"
863,"7.2,10,13",https://www.dy2018.com/i/96582.html,,2015,ロマンス/Round Trip Heart,爱情,心路历程,"6.6,10,434"
864,"7.4,10,80",https://www.dy2018.com/i/96121.html,,2015,イニシエ�`ション・ラブ,剧情/爱情/悬疑,爱的成人式/Initiation Love,
865,"6.5,10,118",https://www.dy2018.com/i/97573.html,,2015,下�\の��,剧情/爱情,下众之爱/下众之爱(港),"7.8,10,170"
866,"7.0,10,49",https://www.dy2018.com/i/96046.html,,2015,��内ポイズンベリ�`/Nounai Poison Berry/Poison Berry in My Brain,喜剧/剧情,恋爱中毒大作战/脑内中毒大作战,"6.8,10,934"
867,"7.0,10,6",https://www.dy2018.com/i/96426.html,,2015,アットホ�`ム/At Home,魔幻/悬疑,欺诈计划,"7.5,10,362"
868,"7.0,10,50",https://www.dy2018.com/i/96269.html,,2015,日本のいちばん�Lい日,剧情/历史,日本最长的一天/The Emperor in August,"6.9,10,72"
869,"8.1,10,142",https://www.dy2018.com/i/95889.html,,2015,攻���C�雨� 新���霭�/Ghost in the Shell: The New Movie,动画/科幻,攻壳机动队 新剧场版,
870,"8.0,10,91",https://www.dy2018.com/i/96710.html,,2015,心が叫びたがってるんだ。/Anthem of the Heart,动画/剧情/魔幻,心灵想要大声呼喊,"7.7,10,1091"
871,"4.6,10,27",https://www.dy2018.com/i/95973.html,,2015,ストレイヤ�`ズ・クロニクル/Strayer‘s Chronicle,动作,流浪者年代记,
872,"5.9,10,24",https://www.dy2018.com/i/96280.html,,2014,虎影/The Ninja War of Torakage,动作,虎影,
873,,https://www.dy2018.com/i/95702.html,,2015,明��/Akegarasu,喜剧/剧情,明乌,
874,"4.4,10,5",https://www.dy2018.com/i/96162.html,,2015,恋するヴァンパイア/Vampire in Love,喜剧/爱情,吸血鬼之恋,"5.1,10,102"
875,"5.8,10,13",https://www.dy2018.com/i/95473.html,,2015,幕が上がる,喜剧,大幕拉开/The Curtain Rises,
876,,https://www.dy2018.com/i/96634.html,,2015,探�赎�の�压�,历险,探险队的荣光/Glory of the Expedition,
877,"6.4,10,7",https://www.dy2018.com/i/96163.html,,2015,セブンデイズ,喜剧,星期恋人/Seven Days,"6.2,10,618"
878,,https://www.dy2018.com/i/95770.html,,2015,やるっきゃ�T士/Yarukkya Knight,喜剧,�潘科锸�,
879,"5.3,10,78",https://www.dy2018.com/i/96715.html,,2015,���鲭�/Ghost Theater,恐怖,剧场灵,"4.2,10,119"
880,"5.3,10,10",https://www.dy2018.com/i/96194.html,,2015,コ�`プスパ�`ティ�`/Corpse Party,恐怖,尸体派对,"4.8,10,235"
881,,https://www.dy2018.com/i/96037.html,,2015,青鬼 Ver.2.0,恐怖,青鬼2/Blue Demon Ver.2.0,
882,"4.7,10,15",https://www.dy2018.com/i/96187.html,,2015,Fall in Love Like a Star,喜剧/爱情,怦然星动,"5.1,10,33956"
883,,https://www.dy2018.com/i/95338.html,,2015,天边的孩子,剧情/儿童,The Child from The Cosmic Horizon,
884,,https://www.dy2018.com/i/94682.html,,2015,Be Together,爱情,我只要我们在一起/别让我知道你的秘密,
885,"5.4,10,18",https://www.dy2018.com/i/96197.html,,2015,杜拉拉追婚记/杜拉拉升职记2/杜拉拉2之杜拉拉追婚记/追婚日记(港),喜剧/爱情,Go Lala Go,"5.6,10,10199"
886,"4.6,10,10",https://www.dy2018.com/i/94918.html,,2015,"Beijing, New York",剧情/爱情,北京·纽约,
887,"6.7,10,740",https://www.dy2018.com/i/94646.html,,2015,穹顶之下,纪录片,,
888,"6.8,10,63",https://www.dy2018.com/i/95168.html,,2015,念念,剧情/爱情/家庭,Murmur of the Hearts,
889,"5.9,10,93",https://www.dy2018.com/i/98594.html,爱尔兰,2015,Pursuit,动作/犯罪,追击/都柏林教父(港)/追踪,"6.3,10,203"
890,"5.4,10,726",https://www.dy2018.com/i/97987.html,,2015,We.Are.Pregnant,喜剧,我怀孕了,
891,,https://www.dy2018.com/i/96346.html,,2015,Heart for Heaven,喜剧,一念天堂,"4.8,10,13394"
892,"6.2,10,470",https://www.dy2018.com/i/96298.html,,2015,Moonwalkers,喜剧,月行者,
893,"7.8,10,3520",https://www.dy2018.com/i/96006.html,,2015,The Little Prince/Le Petit Prince/The Little Prince (3D),奇幻/动画,小王子,"8.2,10,49806"
894,"4.9,10,496",https://www.dy2018.com/i/95199.html,,2014,Horsehead,,马头,
895,"6.5,10,186",https://www.dy2018.com/i/96447.html,,2015,Detective Chinatown,喜剧/动作/悬疑,唐人街探案/唐人街·探案,"7.6,10,108878"
896,,https://www.dy2018.com/i/96140.html,,2015,荷尔蒙大冒险,剧情/喜剧/爱情,,
897,"7.6,10,5182",https://www.dy2018.com/i/97165.html,,2015,En man som heter Ove,剧情/喜剧,一个叫欧维的男人决定去死/叫欧裴的男人/欧维决定去死,"8.8,10,13336"
898,"6.3,10,1，349",https://www.dy2018.com/i/95618.html,,2015,捉妖记/聊斋之宅妖/聊斋之捉妖记,喜剧/奇幻/古装,,
899,,https://www.dy2018.com/i/94602.html,,2015,奔跑吧！兄弟,喜剧,,
900,"5.5,10,1297",https://www.dy2018.com/i/97100.html,,2015,The Bronze,剧情/喜剧,铜牌巨星/铜牌,"7.4,10,250"
901,"6.1,10,988",https://www.dy2018.com/i/97021.html,,2015,Vigilante Diaries,动作,威卡兰特的日记/自卫队,
902,"6.2,10,3745",https://www.dy2018.com/i/96268.html,,2015,Knight of Cups,剧情/爱情,圣杯骑士,"6.7,10,41"
903,"6.2,10,6426",https://www.dy2018.com/i/95684.html,,2014,She's Funny That Way,喜剧,爱你就捧你/百老汇风流记(台)/百老汇疗法,
904,"6.2,10,6533",https://www.dy2018.com/i/96470.html,,2015,Victor Frankenstein,剧情/恐怖,维克多·弗兰肯斯坦/科学怪人：创生之父(港)/怪物(台),"6.4,10,522"
905,"6.3,10,2107",https://www.dy2018.com/i/95549.html,,2015,Z for Zachariah,剧情/科幻/惊悚,撒迦利亚,
906,"6.5,10,3734",https://www.dy2018.com/i/96141.html,,2015,Sleeping with Other People,喜剧,跟别人睡了,"6.7,10,73"
907,"6.5,10,2127",https://www.dy2018.com/i/97149.html,,2015,Maggie's Plan,喜剧,麦吉的计划,"6.7,10,137"
908,"6.6,10,1376",https://www.dy2018.com/i/96457.html,,2015,Hyena Road,剧情/战争,鬣狗之路,"6.8,10,148"
909,"6.6,10,1272",https://www.dy2018.com/i/95602.html,,2015,The Overnight,喜剧/剧情,通宵,
910,"6.6,10,2680",https://www.dy2018.com/i/97965.html,,2015,The Devil's Candy,恐怖,恶魔的糖果,"5.5,10,70"
911,"6.7,10,54331",https://www.dy2018.com/i/95919.html,,2015,Maze Runner: The Scorch Trials/The Maze Runner Chapter II: The Scorch Trials/Maze Runner 2,动作/惊悚/科幻,移动迷宫2/移动迷宫2：烧痕审判/移动迷宫：焦土试炼(台/港)/灼热试炼,"6.1,10,2437"
912,"6.8,10,456",https://www.dy2018.com/i/95831.html,,2015 www.dy2018.com,Experimenter/The Experimenter: The Milgam Project,剧情/传纪,实验者,"7.6,10,68"
913,"6.8,10,1747",https://www.dy2018.com/i/95529.html,,2015,Il racconto dei racconti,历史/奇幻,故事的故事,
914,"6.8,10,6926",https://www.dy2018.com/i/96670.html,,2015,Grandma,剧情/喜剧/同性/家庭,与外婆同行/拉嬷上路（台）,"7.7,10,4771"
915,"6.9,10,35449",https://www.dy2018.com/i/96748.html,,2015,The Witch,悬疑/恐怖,女巫,"7.0,10,788"
916,"6.9,10,35046",https://www.dy2018.com/i/96124.html,,2015,Crimson Peak,剧情/悬疑/奇幻/惊悚,猩红山峰/血色庄园(港)/腥红山庄(台),"6.5,10,2661"
917,"6.0,10,967",https://www.dy2018.com/i/95835.html,,2015,Tales of Halloween,恐怖,,
918,"6.0,10,1956",https://www.dy2018.com/i/95442.html,,2015,Extinction/Welcome to Harmony,剧情/科幻/恐怖,灭绝,
919,"7.1,10,1914",https://www.dy2018.com/i/95452.html,,2015,Justice League: Gods and Monsters,动作/科幻/动画,正义联盟：神明与怪物/正义联盟：神魔之战/正义联盟：神魔世界/正义联盟：神与魔,
920,"7.1,10,22218",https://www.dy2018.com/i/95521.html,,2015,Entourage,喜剧,明星伙伴/色欲荷里活(港)/明星伙伴大电影/明星伙伴电影版,
921,"7.1,10,2431",https://www.dy2018.com/i/95844.html,,2015,The Wolfpack,剧情/纪录片/家庭/传记,狼群,"6.6,10,772"
922,,https://www.dy2018.com/i/95496.html,,2015,"People, Places, Things",,人情世故/人物，地点，东西,
923,"7.2,10,1820",https://www.dy2018.com/i/95449.html,,2015,Little Boy,剧情/喜剧/战争,小男孩,
924,"7.2,10,8360",https://www.dy2018.com/i/95259.html,,2015,The Longest Ride,剧情/爱情,最长的旅程/最长的行程/爱情没有终点(台),
925,"7.3,10,14855",https://www.dy2018.com/i/95082.html,,2015,The Age of Adaline,剧情/爱情,时光尽头的恋人/阿戴琳的年龄/时光逆爱90年(港)/时空永恒的爱恋(台)/美人不迟暮,
926,"7.3,10,2072",https://www.dy2018.com/i/95873.html,,2015,Bone Tomahawk,恐怖/西部,战斧骨,
927,"7.4,10,6501",https://www.dy2018.com/i/95221.html,,2015,Woman in Gold/The Golden Lady,剧情/传记/历史/战争,金衣女人/名画的控诉(台)/穿黄金衣裳的女人(港),
928,"7.4,10,247",https://www.dy2018.com/i/94706.html,,2015,bad hair day,喜剧/歌舞,霉运缠身,
929,"7.4,10,7356",https://www.dy2018.com/i/96999.html,,2015,Demolition,剧情/喜剧,破碎人生/�矍樯习���‧完(港)/崩坏人生(台)/爆破/拆除,"7.5,10,475"
930,"7.6,10,9233",https://www.dy2018.com/i/97025.html,,2015,Green Room,犯罪/惊悚/恐怖,绿色房间/纳粹庞克(台),"6.6,10,188"
931,"7.8,10,3974",https://www.dy2018.com/i/97171.html,,2015,Under sandet,剧情/历史/战争,地雷区/血肉之区/地雷之区,"8.5,10,15058"
932,,,,,,,,
933,"7.0,10,2959",https://www.dy2018.com/i/96011.html,,2015,The Stanford Prison Experiment,剧情/惊悚,斯坦福监狱实验/史丹福�O�z����(港),"7.8,10,309"
934,"7.0,10,2259",https://www.dy2018.com/i/95985.html,,2015,Infinitely Polar Bear,剧情/喜剧,永远的北极熊/亲亲躁爸爸(港),"7.7,10,194"
935,"8.1,10,7336",https://www.dy2018.com/i/95649.html,,2015,Me and Earl and the Dying Girl,剧情/喜剧,我和厄尔以及将死的女孩/初恋有病(港)/我们的故事未完待续(台)/我、厄尔及垂死的女孩(台)/我、厄尔和垂死的女孩,
936,"8.2,10,491",https://www.dy2018.com/i/95988.html,,2015,马龙，听我说,纪录片/传记,Listen to Me Marlon/Lying for a Living,"8.4,10,39"
937,"6.9,10,19361",https://www.dy2018.com/i/96996.html,,2015,Хардкор,动作/科幻/冒险,硬核亨利/爆机特攻(港)/超狂亨利(台)/硬核大战/硬汉亨利/硬仗/硬核,"7.6,10,6995"
938,,,,,,,,
939,"5.3,10,1791",https://www.dy2018.com/i/96781.html,,2015,Hell and Back,喜剧/动画/冒险,地狱归来,"6.6,10,2016"
940,"5.0,10,1773",https://www.dy2018.com/i/96080.html,,2015,Beyond the Mask,剧情/动作,面具之下,
941,"5.7,10,118",https://www.dy2018.com/i/95959.html,,2015,烈日迷踪,剧情/动作/惊悚,Lost in the Sun,
942,,https://www.dy2018.com/i/94423.html,,2014,The Scorpion King 4: Quest for Power/The Scorpion King: The Lost Throne,动作/历史/战争/奇幻/冒险,蝎子王4：争权夺利/蝎子王4,
943,,https://www.dy2018.com/i/94463.html,,2015,Justice League: Throne of Atlantis,动作/动画/冒险,正义联盟：亚特兰蒂斯王座,
944,"4.8,10,249",https://www.dy2018.com/i/95611.html,,2015,Looney Tunes: Rabbits Run,,兔八哥之兔子快跑,
